x			y			c
0.65521554	0.24444527	1
0.24504847	0.78597272	1
0.15609492	0.81457872	1
0.56865867	0.20662444	1
0.20714328	0.71919525	1
0.66016056	0.27059772	1
0.52246121	0.25967888	1
0.25659702	0.87297933	1
0.16044324	0.84366522	1
0.65938077	0.18838000	1
0.64774258	0.16530801	1
0.16979201	0.86990442	1
0.12848924	0.78883818	1
0.56858362	0.27077697	1
0.15468588	0.81246756	1
0.66645516	0.19905779	1
0.20099003	0.89235757	1
0.13858125	0.77644089	1
0.66034310	0.27365611	1
0.61321576	0.17391905	1
0.16882245	0.84262428	1
0.58674444	0.13294919	1
0.29467936	0.79030556	1
0.61200666	0.25814741	1
0.61625928	0.26409282	1
0.50913594	0.17425407	1
0.61358195	0.22939677	1
0.21871062	0.88907221	1
0.65274450	0.15291820	1
0.57177794	0.25608187	1
0.61167113	0.12974424	1
0.65415610	0.20838133	1
0.64158557	0.26186930	1
0.59218865	0.29034846	1
0.54893585	0.27969768	1
0.19444698	0.82940015	1
0.26784418	0.85573295	1
0.61017224	0.16994989	1
0.53451705	0.25122332	1
0.16428385	0.81196482	1
0.61581546	0.25221700	1
0.69597481	0.20777263	1
0.63993595	0.22004540	1
0.68225405	0.15719111	1
0.58228139	0.11870052	1
0.26121191	0.77941210	1
0.23146387	0.75744358	1
0.61786906	0.21940941	1
0.52462468	0.17319311	1
0.12829907	0.84611301	1
