x			y			c
0.26992809	0.10746116	0
0.38712087	0.12727304	0
0.39236510	0.85702696	0
0.44483550	0.67265678	0
0.30913813	0.33331875	0
0.03022423	0.50891496	0
0.63983238	0.98886882	0
0.65299420	0.04766955	0
0.61982286	0.38481929	0
0.73053322	0.62862851	0
0.32576265	0.54525438	0
0.61767853	0.66072205	0
0.10092398	0.35377796	0
0.90410267	0.85552104	0
0.15298194	0.15052906	0
0.89931456	0.55011303	0
0.95098777	0.86865157	0
0.12570877	0.01074881	0
0.48377965	0.99373190	0
0.86515685	0.22370955	0
0.99549898	0.02103514	0
0.72941028	0.58052672	0
0.62118490	0.63590055	0
0.04677216	0.16452160	0
0.29495977	0.84699070	0
0.07808468	0.70476117	0
0.92947544	0.06022424	0
0.01698485	0.31340376	0
0.05543604	0.29994346	0
0.64882402	0.87788521	0
0.45451506	0.36865111	0
0.52209394	0.80145172	0
0.75823424	0.19163805	0
0.37538025	0.99311291	0
0.45419719	0.72543982	0
0.46872483	0.03031198	0
0.15193201	0.07948006	0
0.37044989	0.35722761	0
0.42848188	0.22721030	0
0.66325741	0.54293482	0
0.01975293	0.08885297	0
0.94825689	0.90031188	0
0.76139012	0.01197374	0
0.78576909	0.01300326	0
0.69951734	0.16743212	0
0.15156689	0.20012639	0
0.59410785	0.05853213	0
0.57721040	0.97725449	0
0.55941049	0.38176059	0
0.63919760	0.70853859	0
