x1		x2		c
-0.34199923	2.09545395	1
0.10504614	2.56117805	1
-0.59172259	1.8565696	1
-0.37552668	1.41272854	1
-1.19744708	0.9713789	1
-0.89391241	1.27425442	1
-0.62043103	1.59496668	1
-0.62259196	2.29900519	1
-0.24403162	2.27854868	1
1.3275676	2.91434837	1
0.0721248	2.38401556	1
-1.01567436	1.116256	1
-1.14674867	1.17932567	1
1.12103957	2.4805021	1
-0.27005237	1.3910728	1
0.19048491	2.32392555	1
-0.20999884	1.25007325	1
0.17123317	1.59090473	1
-0.61653616	0.63273586	1
-0.86797585	1.06469149	1
0.88337041	4.06256897	1
-1.46397093	0.37262326	1
-1.01446846	0.26663464	1
0.63925818	2.41480821	1
-0.49472267	1.17460827	1
0.58080249	2.39886375	1
0.23417294	1.71632447	1
0.63015853	1.71785957	1
-0.50817243	2.15416469	1
-0.57591978	1.92872973	1
0.57832603	1.33887801	1
-1.93135039	-0.02849949	1
-0.74652598	2.08577881	1
1.39397501	2.96621302	1
0.39832334	2.90048886	1
0.27270192	2.79535441	1
0.05428862	0.9688902	1
1.03606747	2.33168128	1
-0.6268617	0.96952513	1
1.22813895	2.42419395	1
0.95858594	1.78136211	1
0.45602106	3.1647352	1
0.09944587	1.72427694	1
0.02952453	1.86086213	1
1.45873942	3.5578799	1
0.78811331	2.69478645	1
-0.44309501	2.17588209	1
-0.38598267	2.51827762	1
-0.33548583	1.4557264	1
1.01035606	3.53971929	1
-0.61173259	1.83349354	1
1.34878574	2.75772386	1
-1.56924497	0.15473685	1
-0.13733948	1.54523004	1
0.99045065	2.68461233	1
-0.75081763	1.50068391	1
-1.23901846	-0.08951179	1
0.54347364	2.82926315	1
0.26646158	0.96298268	1
1.34740206	2.83286912	1
0.58574962	2.39067337	1
1.64645614	3.68417455	1
0.84926022	3.30965178	1
0.82357971	1.73280939	1
-0.82456392	1.65698938	1
0.86398035	2.45330448	1
0.39708248	2.27611852	1
0.69908254	2.59229816	1
-1.38143729	0.65151451	1
-0.15730545	2.16087436	1
-1.51127862	0.6903893	1
-1.08507215	0.35563556	1
1.05906077	3.24034318	1
-0.75738155	0.67400831	1
-0.38741303	1.4252232	1
-0.26978493	1.0870156	1
-1.42914956	0.67304635	1
-1.79962047	0.57269614	1
-0.16808378	1.66386363	1
-2.07984792	0.72405516	1
0.17929288	2.74217548	1
0.44437887	2.74589221	1
-0.86364097	1.64891831	1
0.91345863	3.33278626	1
0.54791475	1.04837211	1
-0.06965707	2.31054323	1
-0.82838868	1.30128099	1
0.53068178	1.30148325	1
-1.00260859	0.97143192	1
1.408949	4.00323315	1
0.50732207	2.87325861	1
1.01188143	3.86195539	1
-1.2769067	0.79531292	1
-1.7574142	0.25072167	1
0.18483405	1.40070024	1
-0.35781413	1.84320201	1
1.02014589	3.15336197	1
-1.0716002	0.14194295	1
-0.71813545	1.87955512	1
0.89024559	2.08053349	1
1.15140082	-0.90974319	-1
1.55670227	-0.03005511	-1
-0.47010842	-3.07218377	-1
1.41146974	-1.3823799	-1
1.81131103	-1.12557888	-1
1.93397917	-0.0691061	-1
0.98718095	-1.03630748	-1
2.80291578	2.19089949	-1
3.96693161	0.52156818	-1
2.54036888	0.79077225	-1
2.09981928	1.34828388	-1
3.01686284	1.02999154	-1
1.51497882	-0.06327441	-1
3.44779355	1.30234409	-1
2.30301588	0.68190869	-1
3.05352742	0.09230859	-1
1.75754855	0.03591013	-1
1.13850415	-1.3005568	-1
1.82497331	-0.32038644	-1
2.55580678	0.08003582	-1
1.97706681	0.28894958	-1
3.22333148	-0.16145246	-1
2.00893068	-0.14117556	-1
-0.53539074	-2.5052142	-1
1.54432287	-0.76690535	-1
1.46220808	-0.19220734	-1
2.26104389	0.42238533	-1
2.82317752	0.04881883	-1
1.18257458	-0.39556166	-1
1.96714501	-0.69888366	-1
1.95708262	-0.51037025	-1
1.52366694	-1.1087322	-1
0.94891688	-0.31545584	-1
1.77359551	-0.19603978	-1
0.71825304	-0.89648961	-1
1.63787851	-0.46378066	-1
1.85686146	-0.71972634	-1
2.66795184	0.84676806	-1
2.21654527	0.87784482	-1
2.14493756	0.09353832	-1
2.34967519	-0.38973395	-1
1.98903465	1.12161741	-1
3.07781385	0.99241959	-1
2.32524569	0.71037086	-1
2.46264997	0.23597184	-1
2.51110572	0.37313706	-1
3.02155976	0.78681896	-1
1.78128253	-0.04413408	-1
1.3665885	-0.48768869	-1
1.40780305	-0.34008915	-1
3.40953493	1.02566798	-1
0.97992519	-0.87843926	-1
1.11481043	-1.12832741	-1
2.20299376	0.52040853	-1
3.92769219	1.49779355	-1
3.11664195	0.49959713	-1
2.90410858	0.44421529	-1
3.10865976	0.67209233	-1
1.97452722	-0.09905267	-1
1.71990556	0.15747514	-1
2.41964933	0.15106516	-1
2.3031371	0.33097835	-1
1.51939873	-0.08447329	-1
2.09401061	-0.68777896	-1
2.44724633	1.05121169	-1
1.25714809	-0.05388919	-1
0.82468102	-1.45468792	-1
2.06263004	-0.62183048	-1
1.47581621	-1.5702829	-1
2.75393615	-0.35014434	-1
1.82931758	-0.50220725	-1
1.08433886	-2.16445429	-1
1.47729155	-1.05823436	-1
1.40283569	-1.46625814	-1
1.67926105	-1.32642583	-1
3.01622921	0.00852337	-1
1.76539518	-1.14183614	-1
2.33046757	-0.52489718	-1
0.86736235	-1.7141765	-1
3.20920775	0.45943563	-1
2.68487129	0.14224649	-1
1.27199201	-0.44980471	-1
2.76869385	0.92194744	-1
1.7513055	0.02591141	-1
2.51651572	-0.09353827	-1
2.09678968	-0.00854731	-1
2.18976531	-0.03287519	-1
3.00849509	1.24736262	-1
2.6907836	0.64129586	-1
0.6307782	-1.31687803	-1
1.55568598	-0.33587477	-1
3.65287966	1.3826847	-1
1.85350108	-0.31328399	-1
1.78981598	-0.64277136	-1
2.41865462	-0.32795431	-1
0.98311326	-0.56380327	-1
3.62434212	0.49818738	-1
0.87107497	-1.77251091	-1
2.19057553	0.29163683	-1
2.79105032	0.09891999	-1
